char_code	char	start	width	advance	glyph_ptr	glyph_data_hex
0xE1		3	23	4	0x0DF08	000008 000000 03FFF8 0C0000 13FFF8 0C0000 300000 000000 200000 000000 2000C0 004120 200080 004010 200000 004010 300000 08E010 170020 08B840 0707A0 001840 000780
0xE2		4	22	4	0x0DF4D	100010 000000 100010 000000 1FFFF0 000000 0FFFE0 100010 000000 100010 000000 100010 000000 100010 000000 100000 000000 100000 000000 180000 000000 1F0000
0xE3		2	25	3	0x0DF8F	008000 000000 008000 000000 008000 007FF0 008000 007FF0 008000 000000 008000 000000 008000 000000 008000 007FC0 008020 007FD0 008020 000010 008000 000010 008000 000020 008040
0xE4		3	23	4	0x0E000	100030 000000 180070 000000 1C00B0 020100 140030 030200 108430 010000 10C830 003000 104030 002000 100030 000000 100030 000000 100030 000000 180070 000000 1F03F0
0xE5		3	26	1	0x0E045	000F00 001080 002F40 001080 006060 000000 004020 008010 000000 008010 000000 008010 000000 008010 000000 00C030 000000 00E060 001080 00AF40 001080 008F00 000000 008000 000000 008000
0xE6		2	26	2	0x0E093	008001 000000 008001 000000 00FFFF 000000 00FFBF 000040 000021 000000 000011 000000 000010 000000 000010 008000 000020 008040 000000 00FFE0 000000 00FFF0 000000 000010 000000 000020
0xE7		3	23	4	0x0E0E1	008000 000000 008000 000000 008000 000000 008000 000000 00FFC0 000020 00FFC0 000030 008000 000010 008000 000010 008000 000010 008000 000020 008040 000000 008000
0xE8		2	25	3	0x0E126	003800 00C600 003800 014500 008200 010100 120090 000000 120090 000000 120090 0DFF60 120090 0DFF60 120090 000000 120090 000000 120090 010100 008200 014500 003800 00C600 003800
0xE9		4	21	5	0x0E171	01FE00 060180 09FE40 060180 182060 000000 102020 200010 002000 200010 002000 200010 002000 200010 102020 000000 182060 060180 09FE40 060180 01FE00
0xEA		3	23	4	0x0E1B0	01E0F0 021000 05E030 021800 0C0430 000000 080230 100000 0001F0 100000 000000 100000 000000 100000 0001F0 100000 080230 000000 0C0430 021800 05E030 021000 01E0F0
0xEB		4	21	5	0x0E1F5	000F00 001080 002F40 001080 0C6060 120000 0CC030 330000 008010 210000 008010 200000 008010 200000 00C030 2C0000 006060 141080 082F40 001080 000F00
0xEC		2	25	3	0x0E234	003C00 004200 00BD00 004200 018180 000000 008100 010080 000000 018180 004200 00BD00 004200 00BD00 004200 018180 000000 010080 008100 000000 018180 004200 00BD00 004200 003C00
0xED		3	23	4	0x0E27F	000F02 001084 002F48 001080 006070 000000 004060 008010 000080 008110 000200 008010 000400 008810 001000 008010 006020 000000 00E060 001080 012F40 021080 040F00
0xEE		4	21	5	0x0E2C4	003F00 004080 00BF40 004080 018C60 000000 018C60 000000 030C30 000000 030C30 000000 030C30 000000 030C30 000000 030C30 000000 030C30 000000 030C30
0xEF		4	21	5	0x0E303	00FFF0 030000 04FFF0 030000 080000 040000 080000 100000 080000 100000 080000 100000 080000 100000 080000 040000 080000 030000 04FFF0 030000 00FFF0
